,RK,NAME,TEAM,SALARY,Yr
9,130,"Boris Diaw, C",Utah Jazz,"$7,000,000",2017
10,131,"Rodney Stuckey, PG",Indiana Pacers,"$7,000,000",2017
11,132,"Boban Marjanovic, C",Detroit Pistons,"$7,000,000",2017
12,133,"Ed Davis, PF",Portland Trail Blazers,"$6,666,667",2017
13,134,"Isaiah Thomas, PG",Boston Celtics,"$6,587,132",2017
14,135,"Victor Oladipo, SG",Oklahoma City Thunder,"$6,552,961",2017
15,136,"Jodie Meeks, SG",Orlando Magic,"$6,540,000",2017
16,137,"Jeremy Lamb, SG",Charlotte Hornets,"$6,511,628",2017
17,138,"Carl Landry, PF",Philadelphia 76ers,"$6,500,000",2017
18,139,"Aron Baynes, C",Detroit Pistons,"$6,500,000",2017
19,140,"Tim Duncan, C",San Antonio Spurs,"$6,393,750",2017
20,141,"Spencer Hawes, PF",Charlotte Hornets,"$6,348,759",2017
21,142,"Marco Belinelli, SG",Charlotte Hornets,"$6,333,333",2017
22,143,"Jae Crowder, SF",Boston Celtics,"$6,286,408",2017
23,144,"Lance Thomas, SF",New York Knicks,"$6,191,000",2017
24,145,"Tarik Black, C",Los Angeles Lakers,"$6,191,000",2017
25,146,"Andrew Nicholson, PF",Washington Wizards,"$6,088,993",2017
26,147,"Patrick Patterson, PF",Toronto Raptors,"$6,050,000",2017
27,148,"Andrew Wiggins, SF",Minnesota Timberwolves,"$6,006,600",2017
28,149,"Ramon Sessions, PG",Charlotte Hornets,"$6,000,000",2017
29,150,"Wayne Ellington, SG",Miami Heat,"$6,000,000",2017
30,151,"Ish Smith, PG",Detroit Pistons,"$6,000,000",2017
31,152,"Alex Abrines, SG",Oklahoma City Thunder,"$5,994,764",2017
32,153,"Karl-Anthony Towns, C",Minnesota Timberwolves,"$5,960,160",2017
33,154,"Ben Simmons, SF",Philadelphia 76ers,"$5,903,160",2017
34,155,"Otto Porter Jr., SF",Washington Wizards,"$5,893,981",2017
35,156,"Josh McRoberts, PF",Miami Heat,"$5,782,450",2017
36,157,"Nikola Mirotic, PF",Chicago Bulls,"$5,782,450",2017
37,158,"Brandan Wright, PF",Memphis Grizzlies,"$5,709,880",2017
38,159,"Tyler Johnson, SG",Miami Heat,"$5,628,000",2017
39,160,"Jared Sullinger, C",Toronto Raptors,"$5,628,000",2017
